,SchoolYear,OrganizationLevel,DistrictName,StudentGroupType,StudentGroup,Domain,PreparedForK_Percent
1625,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Math,
1626,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
1627,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Physical,
1628,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
1629,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Cognitive,0.6560
1630,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Language,0.8030
1631,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Literacy,0.6390
1632,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Math,0.5900
1633,2019-20,School,Arlington School District,FederalRaceEthnicity,White,NumberofDomains,
1634,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Physical,0.7380
1635,2019-20,School,Arlington School District,FederalRaceEthnicity,White,SocialEmotional,0.6560
1636,2019-20,School,Arlington School District,FreeLunch,Low-Income,Cognitive,0.4290
1637,2019-20,School,Arlington School District,FreeLunch,Low-Income,Language,0.6790
1638,2019-20,School,Arlington School District,FreeLunch,Low-Income,Literacy,0.3570
1639,2019-20,School,Arlington School District,FreeLunch,Low-Income,Math,0.3570
1640,2019-20,School,Arlington School District,FreeLunch,Low-Income,NumberofDomains,
1641,2019-20,School,Arlington School District,FreeLunch,Low-Income,Physical,0.6430
1642,2019-20,School,Arlington School District,FreeLunch,Low-Income,SocialEmotional,0.5710
1643,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Cognitive,0.7600
1644,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Language,0.8200
1645,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Literacy,0.7000
1646,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Math,0.6200
1647,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,NumberofDomains,
1648,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Physical,0.8000
1649,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,SocialEmotional,0.7200
1650,2019-20,School,Arlington School District,Gender,Female,Cognitive,0.7140
1651,2019-20,School,Arlington School District,Gender,Female,Language,0.8000
1652,2019-20,School,Arlington School District,Gender,Female,Literacy,0.7140
1653,2019-20,School,Arlington School District,Gender,Female,Math,0.5710
1654,2019-20,School,Arlington School District,Gender,Female,NumberofDomains,
1655,2019-20,School,Arlington School District,Gender,Female,Physical,0.8000
1656,2019-20,School,Arlington School District,Gender,Female,SocialEmotional,0.7140
1657,2019-20,School,Arlington School District,Gender,Male,Cognitive,0.5810
1658,2019-20,School,Arlington School District,Gender,Male,Language,0.7440
1659,2019-20,School,Arlington School District,Gender,Male,Literacy,0.4650
1660,2019-20,School,Arlington School District,Gender,Male,Math,0.4880
1661,2019-20,School,Arlington School District,Gender,Male,NumberofDomains,
1662,2019-20,School,Arlington School District,Gender,Male,Physical,0.6980
1663,2019-20,School,Arlington School District,Gender,Male,SocialEmotional,0.6280
1664,2019-20,School,Arlington School District,isHomeless,Homeless,Cognitive,
1665,2019-20,School,Arlington School District,isHomeless,Homeless,Language,
1666,2019-20,School,Arlington School District,isHomeless,Homeless,Literacy,
1667,2019-20,School,Arlington School District,isHomeless,Homeless,Math,
1668,2019-20,School,Arlington School District,isHomeless,Homeless,NumberofDomains,
1669,2019-20,School,Arlington School District,isHomeless,Homeless,Physical,
1670,2019-20,School,Arlington School District,isHomeless,Homeless,SocialEmotional,
1671,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Cognitive,0.6360
1672,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Language,0.7660
1673,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Literacy,0.5840
1674,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Math,0.5320
1675,2019-20,School,Arlington School District,isHomeless,Non-Homeless,NumberofDomains,
1676,2019-20,School,Chief Leschi Schools,Gender,Male,Physical,1.0000
1677,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Physical,0.7400
1678,2019-20,School,Arlington School District,isHomeless,Non-Homeless,SocialEmotional,0.6620
1679,2019-20,School,Arlington School District,isMigrant,Non Migrant,Cognitive,0.6410
1680,2019-20,School,Arlington School District,isMigrant,Non Migrant,Language,0.7690
1681,2019-20,School,Arlington School District,isMigrant,Non Migrant,Literacy,0.5770
1682,2019-20,School,Arlington School District,isMigrant,Non Migrant,Math,0.5260
1683,2019-20,School,Arlington School District,isMigrant,Non Migrant,NumberofDomains,
1684,2019-20,School,Arlington School District,isMigrant,Non Migrant,Physical,0.7440
1685,2019-20,School,Arlington School District,isMigrant,Non Migrant,SocialEmotional,0.6670
1686,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Cognitive,0.2730
1687,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Language,0.6360
1688,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Literacy,0.4550
1689,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Math,0.5450
1690,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,NumberofDomains,
1691,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Physical,0.4550
1692,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,SocialEmotional,0.3640
1693,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Cognitive,0.7010
1694,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Language,0.7910
1695,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Literacy,0.5970
1696,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Math,0.5220
1697,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,NumberofDomains,
1698,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Physical,0.7910
1699,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,SocialEmotional,0.7160
1700,2019-20,School,Arlington School District,All,All Students,Cognitive,0.8870
1701,2019-20,School,Arlington School District,All,All Students,Language,0.7110
1702,2019-20,School,Arlington School District,All,All Students,Literacy,0.7730
1703,2019-20,School,Arlington School District,All,All Students,Math,0.6700
1704,2019-20,School,Arlington School District,All,All Students,NumberofDomains,
1705,2019-20,School,Arlington School District,All,All Students,Physical,0.8970
1706,2019-20,School,Arlington School District,All,All Students,SocialEmotional,0.7320
1707,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Cognitive,0.8870
1708,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Language,0.7110
1709,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Literacy,0.7730
1710,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Math,0.6700
1711,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,NumberofDomains,
1712,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,Physical,0.8970
1713,2019-20,School,Arlington School District,Bilingual,Non-English Language Learners,SocialEmotional,0.7320
1714,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Cognitive,
1715,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Language,
1716,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Literacy,
1717,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Math,
1718,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,NumberofDomains,
1719,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Physical,
1720,2019-20,School,Arlington School District,FederalRaceEthnicity,American Indian/ Alaskan Native,SocialEmotional,
1721,2019-20,School,Arlington School District,FederalRaceEthnicity,Asian,Cognitive,
1722,2019-20,School,Arlington School District,FederalRaceEthnicity,Asian,Language,
1723,2019-20,School,Arlington School District,FederalRaceEthnicity,Asian,Literacy,
1724,2019-20,School,Arlington School District,FederalRaceEthnicity,Asian,Math,
1725,2019-20,School,Arlington School District,FederalRaceEthnicity,Asian,NumberofDomains,
1726,2019-20,School,Arlington School District,FederalRaceEthnicity,Asian,Physical,
1727,2019-20,School,Arlington School District,FederalRaceEthnicity,Asian,SocialEmotional,
1728,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,1.0000
1729,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,0.8000
1730,2019-20,School,Auburn School District,isHomeless,Homeless,Math,
1731,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,0.9000
1732,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,0.6000
1733,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
1734,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,0.9000
1735,2019-20,School,Arlington School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,0.9000
1736,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Cognitive,0.8330
1737,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Language,0.6670
1738,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Literacy,0.6670
1739,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Math,0.4170
1740,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
1741,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,Physical,1.0000
1742,2019-20,School,Arlington School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,0.6670
1743,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Cognitive,0.8750
1744,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Language,0.7080
1745,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Literacy,0.7640
1746,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Math,0.7080
1747,2019-20,School,Arlington School District,FederalRaceEthnicity,White,NumberofDomains,
1748,2019-20,School,Arlington School District,FederalRaceEthnicity,White,Physical,0.8750
1749,2019-20,School,Arlington School District,FederalRaceEthnicity,White,SocialEmotional,0.7080
1750,2019-20,School,Arlington School District,FreeLunch,Low-Income,Cognitive,0.8240
1751,2019-20,School,Arlington School District,FreeLunch,Low-Income,Language,0.6180
1752,2019-20,School,Arlington School District,FreeLunch,Low-Income,Literacy,0.6760
1753,2019-20,School,Arlington School District,FreeLunch,Low-Income,Math,0.5880
1754,2019-20,School,Arlington School District,FreeLunch,Low-Income,NumberofDomains,
1755,2019-20,School,Arlington School District,FreeLunch,Low-Income,Physical,0.8530
1756,2019-20,School,Arlington School District,FreeLunch,Low-Income,SocialEmotional,0.5880
1757,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Cognitive,0.9210
1758,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Language,0.7620
1759,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Literacy,0.8250
1760,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Math,0.7140
1761,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,NumberofDomains,
1762,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,Physical,0.9210
1763,2019-20,School,Arlington School District,FreeLunch,Non-Low Income,SocialEmotional,0.8100
1764,2019-20,School,Arlington School District,Gender,Female,Cognitive,0.9330
1765,2019-20,School,Arlington School District,Gender,Female,Language,0.6890
1766,2019-20,School,Arlington School District,Gender,Female,Literacy,0.8220
1767,2019-20,School,Arlington School District,Gender,Female,Math,0.6000
1768,2019-20,School,Arlington School District,Gender,Female,NumberofDomains,
1769,2019-20,School,Arlington School District,Gender,Female,Physical,0.9110
1770,2019-20,School,Arlington School District,Gender,Female,SocialEmotional,0.8000
1771,2019-20,School,Arlington School District,Gender,Male,Cognitive,0.8430
1772,2019-20,School,Arlington School District,Gender,Male,Language,0.7450
1773,2019-20,School,Arlington School District,Gender,Male,Literacy,0.7250
1774,2019-20,School,Arlington School District,Gender,Male,Math,0.7250
1775,2019-20,School,Arlington School District,Gender,Male,NumberofDomains,
1776,2019-20,School,Arlington School District,Gender,Male,Physical,0.8820
1777,2019-20,School,Arlington School District,Gender,Male,SocialEmotional,0.6670
1778,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Cognitive,0.8870
1779,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Language,0.7110
1780,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Literacy,0.7730
1781,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Math,0.6700
1782,2019-20,School,Arlington School District,isHomeless,Non-Homeless,NumberofDomains,
1783,2019-20,School,Arlington School District,isHomeless,Non-Homeless,Physical,0.8970
1784,2019-20,School,Battle Ground School District,isHomeless,Homeless,Math,
1785,2019-20,School,Arlington School District,isHomeless,Non-Homeless,SocialEmotional,0.7320
1786,2019-20,School,Arlington School District,isMigrant,Non Migrant,Cognitive,0.8870
1787,2019-20,School,Arlington School District,isMigrant,Non Migrant,Language,0.7110
1788,2019-20,School,Arlington School District,isMigrant,Non Migrant,Literacy,0.7730
1789,2019-20,School,Arlington School District,isMigrant,Non Migrant,Math,0.6700
1790,2019-20,School,Arlington School District,isMigrant,Non Migrant,NumberofDomains,
1791,2019-20,School,Arlington School District,isMigrant,Non Migrant,Physical,0.8970
1792,2019-20,School,Arlington School District,isMigrant,Non Migrant,SocialEmotional,0.7320
1793,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Cognitive,0.6670
1794,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Language,0.3330
1795,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Literacy,0.6000
1796,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Math,0.4670
1797,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,NumberofDomains,
1798,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,Physical,0.7330
1799,2019-20,School,Arlington School District,SpecialEd,Students with Disabilities,SocialEmotional,0.4000
1800,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Cognitive,0.9270
1801,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Language,0.7800
1802,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Literacy,0.8050
1803,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Math,0.7070
1804,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,NumberofDomains,
1805,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,Physical,0.9270
1806,2019-20,School,Arlington School District,SpecialEd,Students without Disabilities,SocialEmotional,0.7930
1807,2019-20,School,Asotin-Anatone School District,All,All Students,Cognitive,0.9050
1808,2019-20,School,Asotin-Anatone School District,All,All Students,Language,0.8810
1809,2019-20,School,Asotin-Anatone School District,All,All Students,Literacy,0.9760
1810,2019-20,School,Asotin-Anatone School District,All,All Students,Math,0.9520
1811,2019-20,School,Asotin-Anatone School District,All,All Students,NumberofDomains,
1812,2019-20,School,Asotin-Anatone School District,All,All Students,Physical,0.9050
1813,2019-20,School,Asotin-Anatone School District,All,All Students,SocialEmotional,0.8810
1814,2019-20,School,Asotin-Anatone School District,Bilingual,Non-English Language Learners,Cognitive,0.9050
1815,2019-20,School,Asotin-Anatone School District,Bilingual,Non-English Language Learners,Language,0.8810
1816,2019-20,School,Asotin-Anatone School District,Bilingual,Non-English Language Learners,Literacy,0.9760
1817,2019-20,School,Asotin-Anatone School District,Bilingual,Non-English Language Learners,Math,0.9520
1818,2019-20,School,Asotin-Anatone School District,Bilingual,Non-English Language Learners,NumberofDomains,
1819,2019-20,School,Asotin-Anatone School District,Bilingual,Non-English Language Learners,Physical,0.9050
1820,2019-20,School,Asotin-Anatone School District,Bilingual,Non-English Language Learners,SocialEmotional,0.8810
1821,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,
1822,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,
1823,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,
1824,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,
1825,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
1826,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,
1827,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,
1828,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Two or More Races,Cognitive,
1829,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Two or More Races,Language,
1830,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Two or More Races,Literacy,
1831,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Two or More Races,Math,
1832,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
1833,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Two or More Races,Physical,
1834,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
1835,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,White,Cognitive,0.8950
1836,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,White,Language,0.8680
1837,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,White,Literacy,0.9740
1838,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,White,Math,0.9470
1839,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,White,NumberofDomains,
1840,2019-20,School,Chief Leschi Schools,Gender,Male,SocialEmotional,0.9520
1841,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,White,Physical,0.8950
1842,2019-20,School,Asotin-Anatone School District,FederalRaceEthnicity,White,SocialEmotional,0.8950
1843,2019-20,School,Asotin-Anatone School District,FreeLunch,Low-Income,Cognitive,0.8000
1844,2019-20,School,Asotin-Anatone School District,FreeLunch,Low-Income,Language,0.7330
1845,2019-20,School,Asotin-Anatone School District,FreeLunch,Low-Income,Literacy,0.9330
1846,2019-20,School,Asotin-Anatone School District,FreeLunch,Low-Income,Math,0.9330
1847,2019-20,School,Asotin-Anatone School District,FreeLunch,Low-Income,NumberofDomains,
1848,2019-20,School,Asotin-Anatone School District,FreeLunch,Low-Income,Physical,0.8000
1849,2019-20,School,Asotin-Anatone School District,FreeLunch,Low-Income,SocialEmotional,0.7330
1850,2019-20,School,Asotin-Anatone School District,FreeLunch,Non-Low Income,Cognitive,0.9630
1851,2019-20,School,Asotin-Anatone School District,FreeLunch,Non-Low Income,Language,0.9630
1852,2019-20,School,Asotin-Anatone School District,FreeLunch,Non-Low Income,Literacy,1.0000
1853,2019-20,School,Asotin-Anatone School District,FreeLunch,Non-Low Income,Math,0.9630
1854,2019-20,School,Asotin-Anatone School District,FreeLunch,Non-Low Income,NumberofDomains,
1855,2019-20,School,Asotin-Anatone School District,FreeLunch,Non-Low Income,Physical,0.9630
1856,2019-20,School,Asotin-Anatone School District,FreeLunch,Non-Low Income,SocialEmotional,0.9630
1857,2019-20,School,Asotin-Anatone School District,Gender,Female,Cognitive,1.0000
1858,2019-20,School,Asotin-Anatone School District,Gender,Female,Language,1.0000
1859,2019-20,School,Asotin-Anatone School District,Gender,Female,Literacy,0.9520
1860,2019-20,School,Asotin-Anatone School District,Gender,Female,Math,1.0000
1861,2019-20,School,Asotin-Anatone School District,Gender,Female,NumberofDomains,
1862,2019-20,School,Asotin-Anatone School District,Gender,Female,Physical,0.9050
1863,2019-20,School,Asotin-Anatone School District,Gender,Female,SocialEmotional,0.9520
1864,2019-20,School,Asotin-Anatone School District,Gender,Male,Cognitive,0.8100
1865,2019-20,School,Asotin-Anatone School District,Gender,Male,Language,0.7620
1866,2019-20,School,Asotin-Anatone School District,Gender,Male,Literacy,1.0000
1867,2019-20,School,Asotin-Anatone School District,Gender,Male,Math,0.9050
1868,2019-20,School,Asotin-Anatone School District,Gender,Male,NumberofDomains,
1869,2019-20,School,Asotin-Anatone School District,Gender,Male,Physical,0.9050
1870,2019-20,School,Chief Leschi Schools,isHomeless,Homeless,Cognitive,
1871,2019-20,School,Asotin-Anatone School District,Gender,Male,SocialEmotional,0.8100
1872,2019-20,School,Asotin-Anatone School District,isHomeless,Non-Homeless,Cognitive,0.9050
1873,2019-20,School,Asotin-Anatone School District,isHomeless,Non-Homeless,Language,0.8810
1874,2019-20,School,Asotin-Anatone School District,isHomeless,Non-Homeless,Literacy,0.9760
1875,2019-20,School,Asotin-Anatone School District,isHomeless,Non-Homeless,Math,0.9520
1876,2019-20,School,Asotin-Anatone School District,isHomeless,Non-Homeless,NumberofDomains,
1877,2019-20,School,Asotin-Anatone School District,isHomeless,Non-Homeless,Physical,0.9050
1878,2019-20,School,Asotin-Anatone School District,isHomeless,Non-Homeless,SocialEmotional,0.8810
1879,2019-20,School,Asotin-Anatone School District,isMigrant,Non Migrant,Cognitive,0.9050
1880,2019-20,School,Asotin-Anatone School District,isMigrant,Non Migrant,Language,0.8810
1881,2019-20,School,Asotin-Anatone School District,isMigrant,Non Migrant,Literacy,0.9760
1882,2019-20,School,Asotin-Anatone School District,isMigrant,Non Migrant,Math,0.9520
1883,2019-20,School,Asotin-Anatone School District,isMigrant,Non Migrant,NumberofDomains,
1884,2019-20,School,Asotin-Anatone School District,isMigrant,Non Migrant,Physical,0.9050
1885,2019-20,School,Asotin-Anatone School District,isMigrant,Non Migrant,SocialEmotional,0.8810
1886,2019-20,School,Asotin-Anatone School District,SpecialEd,Students with Disabilities,Cognitive,
1887,2019-20,School,Asotin-Anatone School District,SpecialEd,Students with Disabilities,Language,
1888,2019-20,School,Asotin-Anatone School District,SpecialEd,Students with Disabilities,Literacy,
1889,2019-20,School,Asotin-Anatone School District,SpecialEd,Students with Disabilities,Math,
1890,2019-20,School,Asotin-Anatone School District,SpecialEd,Students with Disabilities,NumberofDomains,
1891,2019-20,School,Asotin-Anatone School District,SpecialEd,Students with Disabilities,Physical,
1892,2019-20,School,Asotin-Anatone School District,SpecialEd,Students with Disabilities,SocialEmotional,
1893,2019-20,School,Asotin-Anatone School District,SpecialEd,Students without Disabilities,Cognitive,0.9460
1894,2019-20,School,Asotin-Anatone School District,SpecialEd,Students without Disabilities,Language,0.9190
1895,2019-20,School,Asotin-Anatone School District,SpecialEd,Students without Disabilities,Literacy,0.9730
1896,2019-20,School,Asotin-Anatone School District,SpecialEd,Students without Disabilities,Math,1.0000
1897,2019-20,School,Asotin-Anatone School District,SpecialEd,Students without Disabilities,NumberofDomains,
1898,2019-20,School,Asotin-Anatone School District,SpecialEd,Students without Disabilities,Physical,0.9460
1899,2019-20,School,Battle Ground School District,isHomeless,Homeless,NumberofDomains,
1900,2019-20,School,Asotin-Anatone School District,SpecialEd,Students without Disabilities,SocialEmotional,0.9190
1901,2019-20,School,Auburn School District,All,All Students,SocialEmotional,0.9050
1902,2019-20,School,Auburn School District,All,All Students,Cognitive,0.9220
1903,2019-20,School,Auburn School District,All,All Students,Language,0.8930
1904,2019-20,School,Auburn School District,All,All Students,Literacy,0.9020
1905,2019-20,School,Auburn School District,All,All Students,Math,0.7580
1906,2019-20,School,Auburn School District,All,All Students,NumberofDomains,
1907,2019-20,School,Auburn School District,All,All Students,Physical,0.9520
1908,2019-20,School,Auburn School District,Bilingual,English Language Learners,SocialEmotional,0.9250
1909,2019-20,School,Auburn School District,Bilingual,English Language Learners,Cognitive,0.8680
1910,2019-20,School,Auburn School District,Bilingual,English Language Learners,Language,0.8680
1911,2019-20,School,Auburn School District,Bilingual,English Language Learners,Literacy,0.8000
1912,2019-20,School,Auburn School District,Bilingual,English Language Learners,Math,0.5790
1913,2019-20,School,Auburn School District,Bilingual,English Language Learners,NumberofDomains,
1914,2019-20,School,Auburn School District,Bilingual,English Language Learners,Physical,0.9490
1915,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,SocialEmotional,0.8920
1916,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Cognitive,0.9540
1917,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Language,0.9080
1918,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Literacy,0.9650
1919,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Math,0.8690
1920,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,NumberofDomains,
1921,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Physical,0.9540
1922,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Cognitive,
1923,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Language,
1924,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Math,
1925,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,Physical,
1926,2019-20,School,Auburn School District,FederalRaceEthnicity,American Indian/ Alaskan Native,SocialEmotional,
1927,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Cognitive,0.8460
1928,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Language,0.7690
1929,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Literacy,1.0000
1930,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Math,0.8180
1931,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Physical,1.0000
1932,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,SocialEmotional,1.0000
1933,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,NumberofDomains,
1934,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,0.8790
1935,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,0.8790
1936,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,0.9390
1937,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,0.8750
1938,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,0.6880
1939,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
1940,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,0.9700
1941,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Cognitive,
1942,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Language,
1943,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Literacy,
1944,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Math,
1945,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,NumberofDomains,
1946,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Physical,
1947,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,SocialEmotional,
1948,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,0.9230
1949,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Cognitive,1.0000
1950,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Language,0.9230
1951,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Literacy,1.0000
1952,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Math,1.0000
1953,2019-20,School,Chief Leschi Schools,isHomeless,Homeless,Language,
